protocol_version,study_item_id,form_id,order_index,item_revision_id,source_beta_item_id,source_research_item_id,replaced_source_candidate_id,domain_id,facet_id,keyed_direction,context_label,prompt_text,source_review_status,revision_source,priority_issue,comprehension_probe,recall_probe,judgment_probe,response_probe,desirability_probe,access_probe,seam_probe,pass_evidence,status
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-009,FORM_B,8,ERWD-C01,NU-B1-009,NX-075,,ER,ER-WD,HIGH,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성이 여러 번 떠오른다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,걱정의 반복과 망설임이 필요한 점검·신중함·능력·최근 스트레스·진단으로 바뀌어 해석되지 않는지 확인,같은 걱정을 되짚는 것과 필요한 확인을 하는 것을 어떻게 구분했나요?,최근 6개월에 걱정 때문에 결정을 미루거나 같은 생각을 반복한 경험을 떠올렸나요?,정보가 더 필요해서 확인한 것과 같은 걱정을 반복한 것을 구분했나요?,걱정한 횟수와 실제 행동이 늦어진 정도 중 무엇으로 답했나요?,신중해 보이거나 과감해 보이는 답이 더 좋아 보여 영향을 줬나요?,"최근 스트레스, 건강, 경제 상황 같은 조건이 평소 성향보다 크게 작용했나요?",상황 문구와 질문이 함께 있을 때 걱정과 행동 지연의 관계가 분명했나요?,필요한 점검이나 최근 스트레스가 아니라 같은 걱정을 반복하며 판단이 지연되는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-054,FORM_B,9,SMEP-C06,NU-B1-054,NX-126,,SM,SM-EP,LOW,해야 하지만 당장 재미나 보상이 적은 일을 할 때,그날의 관심이나 기운에 따라 이어가는 정도가 달라진다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,시작·복귀·지속 경향이 능력·시간 여유·도덕성·임상적 주의 문제로 바뀌어 해석되지 않는지 확인,이 문장에서 일을 시작하거나 다시 이어가는 어떤 습관을 묻는다고 이해했나요?,최근 6개월에 실제로 시작하거나 중단 뒤 돌아간 어떤 일을 떠올렸나요?,능력이나 시간 부족이 아니라 평소 시작·지속 방식을 기준으로 답했나요?,일의 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,끝까지 하는 답이 더 성실해 보여 영향을 줬나요?,"건강, 돌봄, 업무량, 주의 관련 어려움이 평소 성향처럼 답에 섞였나요?",상황과 질문을 이어 읽을 때 하나의 행동만 묻는다고 느꼈나요?,능력·도덕성·임상 상태가 아니라 일을 시작하고 중단 뒤 돌아가며 이어가는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-006,FORM_B,10,SEAI-C01,NU-B1-006,NX-128,,SE,SE-AI,HIGH,여럿이 간단한 선택을 미루고 있을 때,내가 먼저 선택지를 꺼낸다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,표현을 시작하는 순서가 리더십·자신감·말하기 능력·문화적 기회로 바뀌어 해석되지 않는지 확인,이 문장은 생각이나 감정을 표현하는 과정의 어느 부분을 묻는다고 이해했나요?,최근 6개월에 실제로 의견이나 감정을 표현한 어떤 장면을 떠올렸나요?,답을 고를 때 표현을 먼저 시작하는 방식과 표현 능력을 구분했나요?,상대나 장소에 따라 답이 달라져 하나를 고르기 어려웠나요?,먼저 말하는 쪽이나 신중하게 말하는 쪽이 더 좋아 보여 영향을 줬나요?,"말할 기회, 언어 환경, 관계의 힘 차이가 평소 성향보다 더 크게 작용했나요?",상황 문구 뒤에 질문이 중복 없이 자연스럽게 이어졌나요?,리더십이나 말하기 능력이 아니라 표현을 시작하는 순서와 방식으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-011,FORM_B,11,SERE-C02,NU-B1-011,NX-063,,SE,SE-RE,LOW,익숙한 사람들과 한동안 이야기를 나눌 때,혼자 조용히 있을 시간이 필요해진다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,상호작용 뒤의 에너지 변화가 사교 능력·친구 수·불안으로 바뀌어 해석되지 않는지 확인,이 문장에서 사람들과 어울린 뒤의 어떤 변화를 묻는다고 이해했나요?,최근 6개월의 어떤 실제 만남이나 대화 경험을 떠올렸나요?,답을 고를 때 사람을 잘 대하는 능력보다 에너지 변화를 기준으로 삼았나요?,선택한 응답과 실제 경험 사이에서 망설인 지점이 있었나요?,더 외향적이거나 사교적으로 보이는 답이 더 좋아 보여 영향을 줬나요?,"만남의 기회, 건강, 원격 생활 같은 조건이 답에 크게 영향을 줬나요?",상황 문구와 질문이 하나의 자연스러운 장면으로 이어졌나요?,사교 능력이나 만남 횟수가 아니라 상호작용 뒤 에너지 변화로 설명하고 응답을 고른다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-046,FORM_B,12,SEAI-C07,NU-B1-046,NX-050,,SE,SE-AI,HIGH,공동 활동의 다음 순서가 정해지지 않았을 때,진행할 방법을 먼저 제안한다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,표현을 시작하는 순서가 리더십·자신감·말하기 능력·문화적 기회로 바뀌어 해석되지 않는지 확인,이 문장은 생각이나 감정을 표현하는 과정의 어느 부분을 묻는다고 이해했나요?,최근 6개월에 실제로 의견이나 감정을 표현한 어떤 장면을 떠올렸나요?,답을 고를 때 표현을 먼저 시작하는 방식과 표현 능력을 구분했나요?,상대나 장소에 따라 답이 달라져 하나를 고르기 어려웠나요?,먼저 말하는 쪽이나 신중하게 말하는 쪽이 더 좋아 보여 영향을 줬나요?,"말할 기회, 언어 환경, 관계의 힘 차이가 평소 성향보다 더 크게 작용했나요?",상황 문구 뒤에 질문이 중복 없이 자연스럽게 이어졌나요?,리더십이나 말하기 능력이 아니라 표현을 시작하는 순서와 방식으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-040,FORM_C,1,OEIE-C01,NU-B1-040,NX-072,,OE,OE-IE,HIGH,처음 보는 기능이 있는 생활용품을 사용할 때,왜 그런 방식으로 작동하는지 궁금해진다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,필요한 이해 뒤의 추가 탐구가 이해력·지능·정보 접근성으로 바뀌어 해석되지 않는지 확인,필요한 내용을 이해한 뒤 더 알아본다는 말을 어떻게 구분했나요?,최근 6개월에 이해를 마친 뒤에도 더 찾아본 실제 경험을 떠올렸나요?,필요해서 더 본 것과 이유나 배경 자체가 궁금해서 더 본 것을 구분했나요?,알아보고 싶은 마음과 실제 알아본 행동 중 무엇으로 답했나요?,더 알아보는 답이 더 지적이거나 좋은 답처럼 보여 영향을 줬나요?,"시간, 기기, 검색 환경, 추가 설명 접근 여부가 선택을 바꿨나요?",상황 문구만으로 이미 질문에 답한 느낌이 들지는 않았나요?,이해 능력이나 접근 성공이 아니라 필요한 범위 이후에도 탐구를 이어가는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-023,FORM_C,2,ROEC-P05-B,NU-B1-023,NX-005,,RO,RO-EC,LOW,누군가 해결책을 묻지 않고 속상한 일을 이야기할 때,이야기의 원인과 결과가 먼저 궁금해진다.,COPY_REVISE,content-seed/items/core-beta-item-set.v1.0.json,처음 드는 생각에서 마음과 원인 중 어디가 먼저 눈에 들어오는지를 친절함·냉정함·문제 해결 능력으로 오해하지 않는지 확인,이 장면에서 가장 먼저 드는 생각을 묻는다고 이해했나요?,최근 6개월에 누군가의 어려움을 들었던 어떤 실제 상황을 떠올렸나요?,처음 든 생각과 실제로 상대에게 보인 반응을 따로 구분해 답했나요?,마음과 원인이 모두 떠올랐다면 무엇을 기준으로 한 응답을 골랐나요?,상대의 마음을 살피는 답이 더 배려 깊어 보여 영향을 줬나요?,상대와의 관계나 사건의 심각도가 평소의 첫 생각보다 더 크게 작용했나요?,상황 전제와 질문 안에 같은 정보가 겹쳐 읽기 어려웠나요?,친절함이나 해결 능력이 아니라 처음 드는 생각이 마음과 원인 중 어디를 먼저 향했는지로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-034,FORM_C,3,SMEP-C03,NU-B1-034,NX-071,,SM,SM-EP,HIGH,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다음 기회에 다시 돌아와 이어간다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,시작·복귀·지속 경향이 능력·시간 여유·도덕성·임상적 주의 문제로 바뀌어 해석되지 않는지 확인,이 문장에서 일을 시작하거나 다시 이어가는 어떤 습관을 묻는다고 이해했나요?,최근 6개월에 실제로 시작하거나 중단 뒤 돌아간 어떤 일을 떠올렸나요?,능력이나 시간 부족이 아니라 평소 시작·지속 방식을 기준으로 답했나요?,일의 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,끝까지 하는 답이 더 성실해 보여 영향을 줬나요?,"건강, 돌봄, 업무량, 주의 관련 어려움이 평소 성향처럼 답에 섞였나요?",상황과 질문을 이어 읽을 때 하나의 행동만 묻는다고 느꼈나요?,능력·도덕성·임상 상태가 아니라 일을 시작하고 중단 뒤 돌아가며 이어가는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-029,FORM_C,4,ERWD-C08,NU-B1-029,NX-039,,ER,ER-WD,LOW,결과를 확신하기 어려운 선택을 해야 할 때,걱정이 생겨도 필요한 시점에는 결정을 내린다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,걱정의 반복과 망설임이 필요한 점검·신중함·능력·최근 스트레스·진단으로 바뀌어 해석되지 않는지 확인,같은 걱정을 되짚는 것과 필요한 확인을 하는 것을 어떻게 구분했나요?,최근 6개월에 걱정 때문에 결정을 미루거나 같은 생각을 반복한 경험을 떠올렸나요?,정보가 더 필요해서 확인한 것과 같은 걱정을 반복한 것을 구분했나요?,걱정한 횟수와 실제 행동이 늦어진 정도 중 무엇으로 답했나요?,신중해 보이거나 과감해 보이는 답이 더 좋아 보여 영향을 줬나요?,"최근 스트레스, 건강, 경제 상황 같은 조건이 평소 성향보다 크게 작용했나요?",상황 문구와 질문이 함께 있을 때 걱정과 행동 지연의 관계가 분명했나요?,필요한 점검이나 최근 스트레스가 아니라 같은 걱정을 반복하며 판단이 지연되는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-048,FORM_C,5,SMOS-C07,NU-B1-048,NX-143,,SM,SM-OS,HIGH,이번 주 안에 할 일이 생겼을 때,언제 할지 대략적인 때를 정해둔다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,순서·위치·시점의 구조화가 주의력·긴급성·완벽주의·효율성·외부 제약으로 바뀌어 해석되지 않는지 확인,이 문장에서 미리 정하거나 그때 정하는 대상이 무엇이라고 이해했나요?,"최근 6개월에 본인이 순서, 위치, 시점을 정할 수 있었던 실제 경험을 떠올렸나요?",정리 능력이나 실행 속도보다 구조를 정하는 방식을 기준으로 답했나요?,상황마다 방식이 달랐다면 어떤 기준으로 하나의 응답을 골랐나요?,미리 정하는 쪽이나 유연하게 정하는 쪽이 더 유능해 보여 영향을 줬나요?,"직무 규칙, 공동 공간, 건강, 돌봄, 일정 통제권 차이가 답에 섞였나요?",상황 문구와 질문이 같은 조건을 반복하거나 두 행동을 한꺼번에 묻는다고 느꼈나요?,주의력·효율·외부 규칙이 아니라 자율적으로 순서·위치·시점을 구조화하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-026,FORM_C,6,SEAI-C10,NU-B1-026,NX-021,,SE,SE-AI,LOW,여럿이 모였지만 대화가 시작되지 않았을 때,다른 사람이 대화를 시작한 뒤 참여한다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,표현을 시작하는 순서가 리더십·자신감·말하기 능력·문화적 기회로 바뀌어 해석되지 않는지 확인,이 문장은 생각이나 감정을 표현하는 과정의 어느 부분을 묻는다고 이해했나요?,최근 6개월에 실제로 의견이나 감정을 표현한 어떤 장면을 떠올렸나요?,답을 고를 때 표현을 먼저 시작하는 방식과 표현 능력을 구분했나요?,상대나 장소에 따라 답이 달라져 하나를 고르기 어려웠나요?,먼저 말하는 쪽이나 신중하게 말하는 쪽이 더 좋아 보여 영향을 줬나요?,"말할 기회, 언어 환경, 관계의 힘 차이가 평소 성향보다 더 크게 작용했나요?",상황 문구 뒤에 질문이 중복 없이 자연스럽게 이어졌나요?,리더십이나 말하기 능력이 아니라 표현을 시작하는 순서와 방식으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-035,FORM_C,7,ERIR-C03,NU-B1-035,NX-116,,ER,ER-IR,HIGH,상대와 의견이 달라 대화가 길어질 때,답답함과 짜증이 빠르게 커진다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,감정이 활성화되는 강도가 진단·감정 표현 방식·회복 속도로 바뀌어 해석되지 않는지 확인,이 장면에서 감정의 어느 시점을 묻는다고 이해했나요?,최근 6개월에 감정이 생겼던 어떤 실제 경험을 떠올렸나요?,감정을 겉으로 표현한 정도보다 안에서 생긴 강도를 기준으로 답했나요?,감정 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,차분해 보이거나 감정이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,최근의 큰 사건이나 건강 상태가 평소보다 과도하게 답을 좌우했나요?,상황과 질문을 붙여 읽을 때 감정 강도 한 가지만 묻는다고 느꼈나요?,진단·표현·회복 속도가 아니라 감정이 처음 활성화될 때의 평소 강도로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-028,FORM_C,8,SMOS-C13,NU-B1-028,NV2-007,SMOS-C10,SM,SM-OS,LOW,여러 단계를 거친 일을 마무리할 때,"정해둔 확인 순서 없이, 그때 생각나는 부분부터 살핀다.",PASS_TO_COGNITIVE,docs/research/core-m04/v0.2/03_ITEM_REVISION_REGISTER.csv,외부 절차나 과업 복잡도가 개인의 순서 구조화 성향으로 잘못 읽히지 않는지 확인,이 문장에서 미리 정하거나 그때 정하는 대상이 무엇이라고 이해했나요?,"최근 6개월에 본인이 순서, 위치, 시점을 정할 수 있었던 실제 경험을 떠올렸나요?",정리 능력이나 실행 속도보다 구조를 정하는 방식을 기준으로 답했나요?,상황마다 방식이 달랐다면 어떤 기준으로 하나의 응답을 골랐나요?,미리 정하는 쪽이나 유연하게 정하는 쪽이 더 유능해 보여 영향을 줬나요?,"직무 규칙, 공동 공간, 건강, 돌봄, 일정 통제권 차이가 답에 섞였나요?",상황 문구와 질문이 같은 조건을 반복하거나 두 행동을 한꺼번에 묻는다고 느꼈나요?,주의력·효율·외부 규칙이 아니라 자율적으로 순서·위치·시점을 구조화하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-031,FORM_C,9,SERE-C05,NU-B1-031,NX-139,,SE,SE-RE,HIGH,여럿이 가벼운 활동을 함께할 때,그 흐름에 들어가면 기운이 살아난다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,상호작용 뒤의 에너지 변화가 사교 능력·친구 수·불안으로 바뀌어 해석되지 않는지 확인,이 문장에서 사람들과 어울린 뒤의 어떤 변화를 묻는다고 이해했나요?,최근 6개월의 어떤 실제 만남이나 대화 경험을 떠올렸나요?,답을 고를 때 사람을 잘 대하는 능력보다 에너지 변화를 기준으로 삼았나요?,선택한 응답과 실제 경험 사이에서 망설인 지점이 있었나요?,더 외향적이거나 사교적으로 보이는 답이 더 좋아 보여 영향을 줬나요?,"만남의 기회, 건강, 원격 생활 같은 조건이 답에 크게 영향을 줬나요?",상황 문구와 질문이 하나의 자연스러운 장면으로 이어졌나요?,사교 능력이나 만남 횟수가 아니라 상호작용 뒤 에너지 변화로 설명하고 응답을 고른다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-052,FORM_C,10,OEAE-C08,NU-B1-052,NX-095,,OE,OE-AE,LOW,처음 들어간 일상 공간을 둘러볼 때,분위기에는 눈길이 짧게 머문다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,인상·감각에 머무는 관심이 감각 능력·취향의 우수성·예술성으로 바뀌어 해석되지 않는지 확인,무엇을 보고 들은 뒤 관심이 어디에 머무는지를 어떻게 이해했나요?,최근 6개월에 인상이나 느낌이 남았던 어떤 경험을 떠올렸나요?,답을 고를 때 감각이 예민한 정도보다 관심의 방향을 기준으로 삼았나요?,두 응답 사이의 차이를 말로 설명할 수 있었나요?,감각적이거나 현실적인 답 중 하나가 더 세련돼 보여 영향을 줬나요?,문화 경험이나 취미 기회의 차이가 답을 제한했나요?,상황 문구와 질문이 같은 말을 반복한다고 느꼈나요?,감각 능력이나 취향 평가가 아니라 경험 뒤 관심이 인상·느낌에 머무는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-027,FORM_C,11,OECI-C04,NU-B1-027,NX-009,,OE,OE-CI,LOW,평범한 일상 장면을 보고 있을 때,보이는 장면만 살펴보고 그대로 지나간다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,앞뒤 이야기를 떠올리는 경향이 기억력·예측력·창의력·걱정으로 바뀌어 해석되지 않는지 확인,본 장면 밖의 내용을 떠올린다는 말을 어떻게 이해했나요?,"최근 6개월에 영상, 대화, 장면을 본 뒤 실제로 무엇을 떠올린 경험을 사용했나요?",답을 고를 때 기억을 잘하는지보다 보이지 않은 앞뒤를 확장하는 경향을 봤나요?,문항의 두 방향이 충분히 다르게 느껴졌나요?,상상력이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,콘텐츠 소비 빈도나 경험 기회가 답에 영향을 줬나요?,상황과 질문을 붙여 읽었을 때 뜻이 한 번에 들어왔나요?,기억력·예측력·걱정이 아니라 주어진 장면의 앞뒤 가능성을 자연스럽게 확장하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-032,FORM_C,12,OEAE-C03,NU-B1-032,NX-042,,OE,OE-AE,HIGH,일상에서 음악을 들을 때,소리와 분위기가 주는 인상에 관심이 간다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,인상·감각에 머무는 관심이 감각 능력·취향의 우수성·예술성으로 바뀌어 해석되지 않는지 확인,무엇을 보고 들은 뒤 관심이 어디에 머무는지를 어떻게 이해했나요?,최근 6개월에 인상이나 느낌이 남았던 어떤 경험을 떠올렸나요?,답을 고를 때 감각이 예민한 정도보다 관심의 방향을 기준으로 삼았나요?,두 응답 사이의 차이를 말로 설명할 수 있었나요?,감각적이거나 현실적인 답 중 하나가 더 세련돼 보여 영향을 줬나요?,문화 경험이나 취미 기회의 차이가 답을 제한했나요?,상황 문구와 질문이 같은 말을 반복한다고 느꼈나요?,감각 능력이나 취향 평가가 아니라 경험 뒤 관심이 인상·느낌에 머무는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-024,FORM_D,1,SMEP-C04,NU-B1-024,NX-134,,SM,SM-EP,LOW,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다시 시작할 계기가 생길 때까지 그대로 둔다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,시작·복귀·지속 경향이 능력·시간 여유·도덕성·임상적 주의 문제로 바뀌어 해석되지 않는지 확인,이 문장에서 일을 시작하거나 다시 이어가는 어떤 습관을 묻는다고 이해했나요?,최근 6개월에 실제로 시작하거나 중단 뒤 돌아간 어떤 일을 떠올렸나요?,능력이나 시간 부족이 아니라 평소 시작·지속 방식을 기준으로 답했나요?,일의 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,끝까지 하는 답이 더 성실해 보여 영향을 줬나요?,"건강, 돌봄, 업무량, 주의 관련 어려움이 평소 성향처럼 답에 섞였나요?",상황과 질문을 이어 읽을 때 하나의 행동만 묻는다고 느꼈나요?,능력·도덕성·임상 상태가 아니라 일을 시작하고 중단 뒤 돌아가며 이어가는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-039,FORM_D,2,ERWD-C03,NU-B1-039,NX-015,,ER,ER-WD,HIGH,상대의 답이나 반응이 늦어질 때,좋지 않은 이유가 반복해서 떠오른다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,걱정의 반복과 망설임이 필요한 점검·신중함·능력·최근 스트레스·진단으로 바뀌어 해석되지 않는지 확인,같은 걱정을 되짚는 것과 필요한 확인을 하는 것을 어떻게 구분했나요?,최근 6개월에 걱정 때문에 결정을 미루거나 같은 생각을 반복한 경험을 떠올렸나요?,정보가 더 필요해서 확인한 것과 같은 걱정을 반복한 것을 구분했나요?,걱정한 횟수와 실제 행동이 늦어진 정도 중 무엇으로 답했나요?,신중해 보이거나 과감해 보이는 답이 더 좋아 보여 영향을 줬나요?,"최근 스트레스, 건강, 경제 상황 같은 조건이 평소 성향보다 크게 작용했나요?",상황 문구와 질문이 함께 있을 때 걱정과 행동 지연의 관계가 분명했나요?,필요한 점검이나 최근 스트레스가 아니라 같은 걱정을 반복하며 판단이 지연되는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-021,FORM_D,3,SERE-C06,NU-B1-021,NX-125,,SE,SE-RE,LOW,여럿이 가벼운 활동을 한동안 함께할 때,시간이 지날수록 기운이 줄어든다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,상호작용 뒤의 에너지 변화가 사교 능력·친구 수·불안으로 바뀌어 해석되지 않는지 확인,이 문장에서 사람들과 어울린 뒤의 어떤 변화를 묻는다고 이해했나요?,최근 6개월의 어떤 실제 만남이나 대화 경험을 떠올렸나요?,답을 고를 때 사람을 잘 대하는 능력보다 에너지 변화를 기준으로 삼았나요?,선택한 응답과 실제 경험 사이에서 망설인 지점이 있었나요?,더 외향적이거나 사교적으로 보이는 답이 더 좋아 보여 영향을 줬나요?,"만남의 기회, 건강, 원격 생활 같은 조건이 답에 크게 영향을 줬나요?",상황 문구와 질문이 하나의 자연스러운 장면으로 이어졌나요?,사교 능력이나 만남 횟수가 아니라 상호작용 뒤 에너지 변화로 설명하고 응답을 고른다.,PREPARED_NOT_RUN
