protocol_version,study_item_id,form_id,order_index,item_revision_id,source_beta_item_id,source_research_item_id,replaced_source_candidate_id,domain_id,facet_id,keyed_direction,context_label,prompt_text,source_review_status,revision_source,priority_issue,comprehension_probe,recall_probe,judgment_probe,response_probe,desirability_probe,access_probe,seam_probe,pass_evidence,status
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-038,FORM_D,4,SMOS-C03,NU-B1-038,NX-004,,SM,SM-OS,HIGH,해야 할 일이 몇 가지 겹쳐 있을 때,할 일을 순서나 묶음으로 정리한다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,순서·위치·시점의 구조화가 주의력·긴급성·완벽주의·효율성·외부 제약으로 바뀌어 해석되지 않는지 확인,이 문장에서 미리 정하거나 그때 정하는 대상이 무엇이라고 이해했나요?,"최근 6개월에 본인이 순서, 위치, 시점을 정할 수 있었던 실제 경험을 떠올렸나요?",정리 능력이나 실행 속도보다 구조를 정하는 방식을 기준으로 답했나요?,상황마다 방식이 달랐다면 어떤 기준으로 하나의 응답을 골랐나요?,미리 정하는 쪽이나 유연하게 정하는 쪽이 더 유능해 보여 영향을 줬나요?,"직무 규칙, 공동 공간, 건강, 돌봄, 일정 통제권 차이가 답에 섞였나요?",상황 문구와 질문이 같은 조건을 반복하거나 두 행동을 한꺼번에 묻는다고 느꼈나요?,주의력·효율·외부 규칙이 아니라 자율적으로 순서·위치·시점을 구조화하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-025,FORM_D,5,ERIR-C04,NU-B1-025,NX-043,,ER,ER-IR,LOW,상대와 의견이 달라 대화가 길어질 때,의견 차이가 이어져도 감정의 크기는 크게 달라지지 않는다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,감정이 활성화되는 강도가 진단·감정 표현 방식·회복 속도로 바뀌어 해석되지 않는지 확인,이 장면에서 감정의 어느 시점을 묻는다고 이해했나요?,최근 6개월에 감정이 생겼던 어떤 실제 경험을 떠올렸나요?,감정을 겉으로 표현한 정도보다 안에서 생긴 강도를 기준으로 답했나요?,감정 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,차분해 보이거나 감정이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,최근의 큰 사건이나 건강 상태가 평소보다 과도하게 답을 좌우했나요?,상황과 질문을 붙여 읽을 때 감정 강도 한 가지만 묻는다고 느꼈나요?,진단·표현·회복 속도가 아니라 감정이 처음 활성화될 때의 평소 강도로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-036,FORM_D,6,SEAI-C03,NU-B1-036,NX-131,,SE,SE-AI,HIGH,가벼운 주제에서 의견이 엇갈릴 때,내 생각을 먼저 말한다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,표현을 시작하는 순서가 리더십·자신감·말하기 능력·문화적 기회로 바뀌어 해석되지 않는지 확인,이 문장은 생각이나 감정을 표현하는 과정의 어느 부분을 묻는다고 이해했나요?,최근 6개월에 실제로 의견이나 감정을 표현한 어떤 장면을 떠올렸나요?,답을 고를 때 표현을 먼저 시작하는 방식과 표현 능력을 구분했나요?,상대나 장소에 따라 답이 달라져 하나를 고르기 어려웠나요?,먼저 말하는 쪽이나 신중하게 말하는 쪽이 더 좋아 보여 영향을 줬나요?,"말할 기회, 언어 환경, 관계의 힘 차이가 평소 성향보다 더 크게 작용했나요?",상황 문구 뒤에 질문이 중복 없이 자연스럽게 이어졌나요?,리더십이나 말하기 능력이 아니라 표현을 시작하는 순서와 방식으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-055,FORM_D,7,ERIR-C06,NU-B1-055,NX-100,,ER,ER-IR,LOW,하던 중 예상하지 못한 작은 문제가 생겼을 때,문제를 확인하는 동안 감정 변화는 크지 않다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,감정이 활성화되는 강도가 진단·감정 표현 방식·회복 속도로 바뀌어 해석되지 않는지 확인,이 장면에서 감정의 어느 시점을 묻는다고 이해했나요?,최근 6개월에 감정이 생겼던 어떤 실제 경험을 떠올렸나요?,감정을 겉으로 표현한 정도보다 안에서 생긴 강도를 기준으로 답했나요?,감정 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,차분해 보이거나 감정이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,최근의 큰 사건이나 건강 상태가 평소보다 과도하게 답을 좌우했나요?,상황과 질문을 붙여 읽을 때 감정 강도 한 가지만 묻는다고 느꼈나요?,진단·표현·회복 속도가 아니라 감정이 처음 활성화될 때의 평소 강도로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-037,FORM_D,8,OECI-C07,NU-B1-037,NX-140,,OE,OE-CI,HIGH,현실과 다른 가벼운 가정을 접할 때,그 안에서 일어날 장면을 이어서 떠올린다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,앞뒤 이야기를 떠올리는 경향이 기억력·예측력·창의력·걱정으로 바뀌어 해석되지 않는지 확인,본 장면 밖의 내용을 떠올린다는 말을 어떻게 이해했나요?,"최근 6개월에 영상, 대화, 장면을 본 뒤 실제로 무엇을 떠올린 경험을 사용했나요?",답을 고를 때 기억을 잘하는지보다 보이지 않은 앞뒤를 확장하는 경향을 봤나요?,문항의 두 방향이 충분히 다르게 느껴졌나요?,상상력이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,콘텐츠 소비 빈도나 경험 기회가 답에 영향을 줬나요?,상황과 질문을 붙여 읽었을 때 뜻이 한 번에 들어왔나요?,기억력·예측력·걱정이 아니라 주어진 장면의 앞뒤 가능성을 자연스럽게 확장하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-022,FORM_D,9,OEAE-C04,NU-B1-022,NX-022,,OE,OE-AE,LOW,일상에서 음악을 들을 때,그 인상에 머무는 시간은 짧다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,인상·감각에 머무는 관심이 감각 능력·취향의 우수성·예술성으로 바뀌어 해석되지 않는지 확인,무엇을 보고 들은 뒤 관심이 어디에 머무는지를 어떻게 이해했나요?,최근 6개월에 인상이나 느낌이 남았던 어떤 경험을 떠올렸나요?,답을 고를 때 감각이 예민한 정도보다 관심의 방향을 기준으로 삼았나요?,두 응답 사이의 차이를 말로 설명할 수 있었나요?,감각적이거나 현실적인 답 중 하나가 더 세련돼 보여 영향을 줬나요?,문화 경험이나 취미 기회의 차이가 답을 제한했나요?,상황 문구와 질문이 같은 말을 반복한다고 느꼈나요?,감각 능력이나 취향 평가가 아니라 경험 뒤 관심이 인상·느낌에 머무는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-033,FORM_D,10,ROEC-P05-A,NU-B1-033,NX-142,,RO,RO-EC,HIGH,누군가 해결책을 묻지 않고 속상한 일을 이야기할 때,그 사람이 느낀 마음을 더 들어보고 싶어진다.,COPY_REVISE,content-seed/items/core-beta-item-set.v1.0.json,처음 드는 생각에서 마음과 원인 중 어디가 먼저 눈에 들어오는지를 친절함·냉정함·문제 해결 능력으로 오해하지 않는지 확인,이 장면에서 가장 먼저 드는 생각을 묻는다고 이해했나요?,최근 6개월에 누군가의 어려움을 들었던 어떤 실제 상황을 떠올렸나요?,처음 든 생각과 실제로 상대에게 보인 반응을 따로 구분해 답했나요?,마음과 원인이 모두 떠올랐다면 무엇을 기준으로 한 응답을 골랐나요?,상대의 마음을 살피는 답이 더 배려 깊어 보여 영향을 줬나요?,상대와의 관계나 사건의 심각도가 평소의 첫 생각보다 더 크게 작용했나요?,상황 전제와 질문 안에 같은 정보가 겹쳐 읽기 어려웠나요?,친절함이나 해결 능력이 아니라 처음 드는 생각이 마음과 원인 중 어디를 먼저 향했는지로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-030,FORM_D,11,OEIE-C12,NU-B1-030,NX-133,,OE,OE-IE,LOW,궁금했던 질문의 답을 찾았을 때,답을 확인한 뒤에는 관련 내용을 더 찾아보지 않는다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,필요한 이해 뒤의 추가 탐구가 이해력·지능·정보 접근성으로 바뀌어 해석되지 않는지 확인,필요한 내용을 이해한 뒤 더 알아본다는 말을 어떻게 구분했나요?,최근 6개월에 이해를 마친 뒤에도 더 찾아본 실제 경험을 떠올렸나요?,필요해서 더 본 것과 이유나 배경 자체가 궁금해서 더 본 것을 구분했나요?,알아보고 싶은 마음과 실제 알아본 행동 중 무엇으로 답했나요?,더 알아보는 답이 더 지적이거나 좋은 답처럼 보여 영향을 줬나요?,"시간, 기기, 검색 환경, 추가 설명 접근 여부가 선택을 바꿨나요?",상황 문구만으로 이미 질문에 답한 느낌이 들지는 않았나요?,이해 능력이나 접근 성공이 아니라 필요한 범위 이후에도 탐구를 이어가는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-047,FORM_D,12,OECI-C11,NU-B1-047,NX-132,,OE,OE-CI,HIGH,하나의 가벼운 가능성이 떠올랐을 때,뒤에 이어질 장면까지 펼쳐본다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,앞뒤 이야기를 떠올리는 경향이 기억력·예측력·창의력·걱정으로 바뀌어 해석되지 않는지 확인,본 장면 밖의 내용을 떠올린다는 말을 어떻게 이해했나요?,"최근 6개월에 영상, 대화, 장면을 본 뒤 실제로 무엇을 떠올린 경험을 사용했나요?",답을 고를 때 기억을 잘하는지보다 보이지 않은 앞뒤를 확장하는 경향을 봤나요?,문항의 두 방향이 충분히 다르게 느껴졌나요?,상상력이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,콘텐츠 소비 빈도나 경험 기회가 답에 영향을 줬나요?,상황과 질문을 붙여 읽었을 때 뜻이 한 번에 들어왔나요?,기억력·예측력·걱정이 아니라 주어진 장면의 앞뒤 가능성을 자연스럽게 확장하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-045,FORM_E,1,ERIR-C05,NU-B1-045,NX-049,,ER,ER-IR,HIGH,하던 중 예상하지 못한 작은 문제가 생겼을 때,불편한 감정이 한꺼번에 올라온다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,감정이 활성화되는 강도가 진단·감정 표현 방식·회복 속도로 바뀌어 해석되지 않는지 확인,이 장면에서 감정의 어느 시점을 묻는다고 이해했나요?,최근 6개월에 감정이 생겼던 어떤 실제 경험을 떠올렸나요?,감정을 겉으로 표현한 정도보다 안에서 생긴 강도를 기준으로 답했나요?,감정 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,차분해 보이거나 감정이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,최근의 큰 사건이나 건강 상태가 평소보다 과도하게 답을 좌우했나요?,상황과 질문을 붙여 읽을 때 감정 강도 한 가지만 묻는다고 느꼈나요?,진단·표현·회복 속도가 아니라 감정이 처음 활성화될 때의 평소 강도로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-056,FORM_E,2,SEAI-C04,NU-B1-056,NX-086,,SE,SE-AI,LOW,가벼운 주제에서 의견이 엇갈릴 때,다른 사람들의 반응을 본 뒤 내 생각을 말한다.,HOLD_FOR_ACCESS,content-seed/items/core-beta-item-set.v1.0.json,표현을 시작하는 순서가 리더십·자신감·말하기 능력·문화적 기회로 바뀌어 해석되지 않는지 확인,이 문장은 생각이나 감정을 표현하는 과정의 어느 부분을 묻는다고 이해했나요?,최근 6개월에 실제로 의견이나 감정을 표현한 어떤 장면을 떠올렸나요?,답을 고를 때 표현을 먼저 시작하는 방식과 표현 능력을 구분했나요?,상대나 장소에 따라 답이 달라져 하나를 고르기 어려웠나요?,먼저 말하는 쪽이나 신중하게 말하는 쪽이 더 좋아 보여 영향을 줬나요?,"말할 기회, 언어 환경, 관계의 힘 차이가 평소 성향보다 더 크게 작용했나요?",상황 문구 뒤에 질문이 중복 없이 자연스럽게 이어졌나요?,리더십이나 말하기 능력이 아니라 표현을 시작하는 순서와 방식으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-049,FORM_E,3,ERWD-C07,NU-B1-049,NX-060,,ER,ER-WD,HIGH,결과를 확신하기 어려운 선택을 해야 할 때,같은 걱정을 되짚느라 결정을 미룬다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,걱정의 반복과 망설임이 필요한 점검·신중함·능력·최근 스트레스·진단으로 바뀌어 해석되지 않는지 확인,같은 걱정을 되짚는 것과 필요한 확인을 하는 것을 어떻게 구분했나요?,최근 6개월에 걱정 때문에 결정을 미루거나 같은 생각을 반복한 경험을 떠올렸나요?,정보가 더 필요해서 확인한 것과 같은 걱정을 반복한 것을 구분했나요?,걱정한 횟수와 실제 행동이 늦어진 정도 중 무엇으로 답했나요?,신중해 보이거나 과감해 보이는 답이 더 좋아 보여 영향을 줬나요?,"최근 스트레스, 건강, 경제 상황 같은 조건이 평소 성향보다 크게 작용했나요?",상황 문구와 질문이 함께 있을 때 걱정과 행동 지연의 관계가 분명했나요?,필요한 점검이나 최근 스트레스가 아니라 같은 걱정을 반복하며 판단이 지연되는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-057,FORM_E,4,OECI-C10,NU-B1-057,NX-057,,OE,OE-CI,LOW,영화나 드라마의 중간 장면만 우연히 봤을 때,그 장면만 보고 앞뒤 이야기는 따로 떠올려보지 않는다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,앞뒤 이야기를 떠올리는 경향이 기억력·예측력·창의력·걱정으로 바뀌어 해석되지 않는지 확인,본 장면 밖의 내용을 떠올린다는 말을 어떻게 이해했나요?,"최근 6개월에 영상, 대화, 장면을 본 뒤 실제로 무엇을 떠올린 경험을 사용했나요?",답을 고를 때 기억을 잘하는지보다 보이지 않은 앞뒤를 확장하는 경향을 봤나요?,문항의 두 방향이 충분히 다르게 느껴졌나요?,상상력이 풍부해 보이는 답이 더 좋아 보여 영향을 줬나요?,콘텐츠 소비 빈도나 경험 기회가 답에 영향을 줬나요?,상황과 질문을 붙여 읽었을 때 뜻이 한 번에 들어왔나요?,기억력·예측력·걱정이 아니라 주어진 장면의 앞뒤 가능성을 자연스럽게 확장하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-041,FORM_E,5,SERE-C07,NU-B1-041,NX-120,,SE,SE-RE,HIGH,사람들과 부담 없이 시간을 보낸 뒤,기운이 살아난 느낌이 든다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,상호작용 뒤의 에너지 변화가 사교 능력·친구 수·불안으로 바뀌어 해석되지 않는지 확인,이 문장에서 사람들과 어울린 뒤의 어떤 변화를 묻는다고 이해했나요?,최근 6개월의 어떤 실제 만남이나 대화 경험을 떠올렸나요?,답을 고를 때 사람을 잘 대하는 능력보다 에너지 변화를 기준으로 삼았나요?,선택한 응답과 실제 경험 사이에서 망설인 지점이 있었나요?,더 외향적이거나 사교적으로 보이는 답이 더 좋아 보여 영향을 줬나요?,"만남의 기회, 건강, 원격 생활 같은 조건이 답에 크게 영향을 줬나요?",상황 문구와 질문이 하나의 자연스러운 장면으로 이어졌나요?,사교 능력이나 만남 횟수가 아니라 상호작용 뒤 에너지 변화로 설명하고 응답을 고른다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-059,FORM_E,6,ERWD-C10,NU-B1-059,NX-110,,ER,ER-WD,LOW,해보려던 일이 한 번 잘되지 않았을 때,다음 시도를 생각할 때 걱정이 오래 이어지지 않는다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,걱정의 반복과 망설임이 필요한 점검·신중함·능력·최근 스트레스·진단으로 바뀌어 해석되지 않는지 확인,같은 걱정을 되짚는 것과 필요한 확인을 하는 것을 어떻게 구분했나요?,최근 6개월에 걱정 때문에 결정을 미루거나 같은 생각을 반복한 경험을 떠올렸나요?,정보가 더 필요해서 확인한 것과 같은 걱정을 반복한 것을 구분했나요?,걱정한 횟수와 실제 행동이 늦어진 정도 중 무엇으로 답했나요?,신중해 보이거나 과감해 보이는 답이 더 좋아 보여 영향을 줬나요?,"최근 스트레스, 건강, 경제 상황 같은 조건이 평소 성향보다 크게 작용했나요?",상황 문구와 질문이 함께 있을 때 걱정과 행동 지연의 관계가 분명했나요?,필요한 점검이나 최근 스트레스가 아니라 같은 걱정을 반복하며 판단이 지연되는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-042,FORM_E,7,OEAE-C05,NU-B1-042,NX-048,,OE,OE-AE,HIGH,하늘이나 나무 같은 일상 풍경을 볼 때,색과 분위기가 주는 인상에 눈길이 간다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,인상·감각에 머무는 관심이 감각 능력·취향의 우수성·예술성으로 바뀌어 해석되지 않는지 확인,무엇을 보고 들은 뒤 관심이 어디에 머무는지를 어떻게 이해했나요?,최근 6개월에 인상이나 느낌이 남았던 어떤 경험을 떠올렸나요?,답을 고를 때 감각이 예민한 정도보다 관심의 방향을 기준으로 삼았나요?,두 응답 사이의 차이를 말로 설명할 수 있었나요?,감각적이거나 현실적인 답 중 하나가 더 세련돼 보여 영향을 줬나요?,문화 경험이나 취미 기회의 차이가 답을 제한했나요?,상황 문구와 질문이 같은 말을 반복한다고 느꼈나요?,감각 능력이나 취향 평가가 아니라 경험 뒤 관심이 인상·느낌에 머무는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-053,FORM_E,8,ROEC-R03-G,NU-B1-053,NX-031,,RO,RO-EC,LOW,함께 준비한 일이 잘 풀리지 않았을 때,처음에는 일이 어긋난 부분에 주의가 간다.,COPY_REVISE,content-seed/items/core-beta-item-set.v1.0.json,처음 드는 생각에서 마음과 원인 중 어디가 먼저 눈에 들어오는지를 친절함·냉정함·문제 해결 능력으로 오해하지 않는지 확인,이 장면에서 가장 먼저 드는 생각을 묻는다고 이해했나요?,최근 6개월에 누군가의 어려움을 들었던 어떤 실제 상황을 떠올렸나요?,처음 든 생각과 실제로 상대에게 보인 반응을 따로 구분해 답했나요?,마음과 원인이 모두 떠올랐다면 무엇을 기준으로 한 응답을 골랐나요?,상대의 마음을 살피는 답이 더 배려 깊어 보여 영향을 줬나요?,상대와의 관계나 사건의 심각도가 평소의 첫 생각보다 더 크게 작용했나요?,상황 전제와 질문 안에 같은 정보가 겹쳐 읽기 어려웠나요?,친절함이나 해결 능력이 아니라 처음 드는 생각이 마음과 원인 중 어디를 먼저 향했는지로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-050,FORM_E,9,OEIE-C03,NU-B1-050,NX-068,,OE,OE-IE,HIGH,영상을 보거나 대화하던 중 처음 듣는 개념이 나왔을 때,그 개념이 정확히 무엇을 뜻하는지 더 알아본다.,HOLD_FOR_ACCESS,content-seed/items/core-beta-item-set.v1.0.json,필요한 이해 뒤의 추가 탐구가 이해력·지능·정보 접근성으로 바뀌어 해석되지 않는지 확인,필요한 내용을 이해한 뒤 더 알아본다는 말을 어떻게 구분했나요?,최근 6개월에 이해를 마친 뒤에도 더 찾아본 실제 경험을 떠올렸나요?,필요해서 더 본 것과 이유나 배경 자체가 궁금해서 더 본 것을 구분했나요?,알아보고 싶은 마음과 실제 알아본 행동 중 무엇으로 답했나요?,더 알아보는 답이 더 지적이거나 좋은 답처럼 보여 영향을 줬나요?,"시간, 기기, 검색 환경, 추가 설명 접근 여부가 선택을 바꿨나요?",상황 문구만으로 이미 질문에 답한 느낌이 들지는 않았나요?,이해 능력이나 접근 성공이 아니라 필요한 범위 이후에도 탐구를 이어가는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-058,FORM_E,10,SMOS-C08-r3,NU-B1-058,CIT-004,SMOS-C02,SM,SM-OS,LOW,이번 주 안에서 시간을 자유롭게 정할 수 있는 일이 생겼을 때,언제 할지는 그날 상황을 보고 정한다.,PREPARED_FOR_M05_NOT_RUN,docs/research/core-m04/v0.2/05_POST_ADJUDICATION_ITEM_DRAFTS.csv,"계획 시점과 실제 착수 행동, 외부 일정 제약이 서로 구분되는지 확인",이 문장에서 미리 정하거나 그때 정하는 대상이 무엇이라고 이해했나요?,"최근 6개월에 본인이 순서, 위치, 시점을 정할 수 있었던 실제 경험을 떠올렸나요?",정리 능력이나 실행 속도보다 구조를 정하는 방식을 기준으로 답했나요?,상황마다 방식이 달랐다면 어떤 기준으로 하나의 응답을 골랐나요?,미리 정하는 쪽이나 유연하게 정하는 쪽이 더 유능해 보여 영향을 줬나요?,"직무 규칙, 공동 공간, 건강, 돌봄, 일정 통제권 차이가 답에 섞였나요?",상황 문구와 질문이 같은 조건을 반복하거나 두 행동을 한꺼번에 묻는다고 느꼈나요?,주의력·효율·외부 규칙이 아니라 자율적으로 순서·위치·시점을 구조화하는 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-044,FORM_E,11,SMEP-C05,NU-B1-044,NX-111,,SM,SM-EP,HIGH,해야 하지만 당장 재미나 보상이 적은 일을 할 때,한 번에 많이 하지 못해도 조금씩 이어간다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,시작·복귀·지속 경향이 능력·시간 여유·도덕성·임상적 주의 문제로 바뀌어 해석되지 않는지 확인,이 문장에서 일을 시작하거나 다시 이어가는 어떤 습관을 묻는다고 이해했나요?,최근 6개월에 실제로 시작하거나 중단 뒤 돌아간 어떤 일을 떠올렸나요?,능력이나 시간 부족이 아니라 평소 시작·지속 방식을 기준으로 답했나요?,일의 종류에 따라 달랐다면 어떤 경험에 더 무게를 뒀나요?,끝까지 하는 답이 더 성실해 보여 영향을 줬나요?,"건강, 돌봄, 업무량, 주의 관련 어려움이 평소 성향처럼 답에 섞였나요?",상황과 질문을 이어 읽을 때 하나의 행동만 묻는다고 느꼈나요?,능력·도덕성·임상 상태가 아니라 일을 시작하고 중단 뒤 돌아가며 이어가는 평소 경향으로 설명한다.,PREPARED_NOT_RUN
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,GC1-060,FORM_E,12,OEIE-C02,NU-B1-060,NX-130,,OE,OE-IE,LOW,처음 보는 기능이 있는 생활용품을 사용할 때,어떻게 쓰는지만 확인하고 바로 사용한다.,PASS_TO_COGNITIVE,content-seed/items/core-beta-item-set.v1.0.json,필요한 이해 뒤의 추가 탐구가 이해력·지능·정보 접근성으로 바뀌어 해석되지 않는지 확인,필요한 내용을 이해한 뒤 더 알아본다는 말을 어떻게 구분했나요?,최근 6개월에 이해를 마친 뒤에도 더 찾아본 실제 경험을 떠올렸나요?,필요해서 더 본 것과 이유나 배경 자체가 궁금해서 더 본 것을 구분했나요?,알아보고 싶은 마음과 실제 알아본 행동 중 무엇으로 답했나요?,더 알아보는 답이 더 지적이거나 좋은 답처럼 보여 영향을 줬나요?,"시간, 기기, 검색 환경, 추가 설명 접근 여부가 선택을 바꿨나요?",상황 문구만으로 이미 질문에 답한 느낌이 들지는 않았나요?,이해 능력이나 접근 성공이 아니라 필요한 범위 이후에도 탐구를 이어가는 경향으로 설명한다.,PREPARED_NOT_RUN
