protocol_version,round_id,participant_id_pseudonymous,session_slot_id,form_id,study_item_id,natural_response,difficult_reason,comprehension_summary,recall_summary,judgment_summary,response_selection_summary,desirability_summary,access_summary,seam_summary,issue_codes_pipe_separated,highest_severity,moderator_note,session_date,consent_record_id,record_status
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-02,FORM_E,GC1-060,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-001,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-017,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-043,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-051,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-002,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-016,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-010,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-013,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-004,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-019,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-005,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-03,FORM_A,GC1-018,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-012,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-003,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-020,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-008,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-015,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-007,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-014,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-009,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-054,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-006,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-011,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-03,FORM_B,GC1-046,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-040,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-023,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-034,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-029,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-048,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-026,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-035,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-028,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-031,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-052,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-027,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-03,FORM_C,GC1-032,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-024,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-039,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-021,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-038,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-025,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-036,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-055,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-037,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-022,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-033,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-030,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-03,FORM_D,GC1-047,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-045,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-056,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-049,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-057,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-041,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-059,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-042,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-053,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-050,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-058,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-044,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-03,FORM_E,GC1-060,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-001,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-017,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-043,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-051,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-002,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-016,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-010,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-013,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-004,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-019,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-005,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_A-04,FORM_A,GC1-018,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-012,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-003,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-020,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-008,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-015,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-007,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-014,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-009,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-054,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-006,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-011,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_B-04,FORM_B,GC1-046,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-040,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-023,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-034,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-029,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-048,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-026,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-035,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-028,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-031,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-052,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-027,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_C-04,FORM_C,GC1-032,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-024,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-039,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-021,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-038,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-025,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-036,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-055,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-037,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-022,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-033,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-030,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_D-04,FORM_D,GC1-047,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-045,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-056,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-049,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-057,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-041,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-059,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-042,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-053,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-050,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-058,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-044,,,,,,,,,,,,,,,NOT_COLLECTED
ENAKQ-GATE-C-COGNITIVE-CONTENT-VALIDITY.v0.1,R2,,R2-FORM_E-04,FORM_E,GC1-060,,,,,,,,,,,,,,,NOT_COLLECTED
