claim_id,priority,required_roles,role_decisions,construct_fit_mean,evidence_fit_mean,inference_scope_mean,language_safety_mean,risk_flags,internal_disposition,required_revision_summary,rationale_summary,external_review_status,registry_mutation_permitted
ENAKQ.strength.N,high,personality_psychology,personality_psychology:revise,3.00,2.00,3.00,4.00,unmeasured_inference,REVISE_BEFORE_NEXT_GATE,personality_psychology: N 세부 점수에 조건화하고 질문 확장 행동을 창의적 결과와 분리한 채 실제 탐색 장면 자료로 검증한다.,personality_psychology: 가능성 및 연결 탐색은 N 정의에 맞지만 상황에서 유용한 강점으로 나타나는 정도와 조건은 아직 확인되지 않았다.,NOT_STARTED,false
ENAKQ.strength.N_overuse,high,personality_psychology,personality_psychology:revise,3.00,2.00,2.00,4.00,unmeasured_inference,REVISE_BEFORE_NEXT_GATE,personality_psychology: N이 높을수록 결정 지연이나 과도한 의미 부여가 생긴다고 단정하지 말고 실제 경험을 확인하는 선택적 문장으로 제한한다.,personality_psychology: 탐색 지속의 비용은 plausible하지만 점수와 과사용 결과 사이의 관계 및 임계점이 검증되지 않았다.,NOT_STARTED,false
ENAKQ.strength.non_ability,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,3.50,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: E·N·A·K·Q 점수로 발표력·아이디어 품질·공감 능력·성과·회복력을 추론하지 않는 제한이 적절하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 각 글자를 발표와 창의성과 공감과 성과와 위험 감지 능력으로 확대하지 않는 경계가 명확하다.,NOT_STARTED,false
ENAKQ.strength.Q_nonvirtue,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,3.50,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: Q를 감수성·위험 탐지·진심 같은 미측정 장점으로 포장하지 않고 자기관찰 정보로만 제한한다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: Q를 감수성과 진심과 위험 감지의 미화 서사로 바꾸지 않고 자기관찰 정보로만 제한한다.,NOT_STARTED,false
ENAKQ.strength.Q_use,high,personality_psychology,personality_psychology:revise,4.00,3.00,4.00,4.00,evidence_mismatch,REVISE_BEFORE_NEXT_GATE,personality_psychology: Q의 장점이 아니라 측정 결과를 활용한 자기관찰 선택지라고 제목과 문구를 통일하고 각 선택지의 효용을 보장하지 않는다.,personality_psychology: Q를 감수성·위험 탐지로 미화하지 않는 경계는 매우 적절하나 현재 강점 섹션 배치가 반응 자체의 긍정적 효용으로 오해될 수 있다.,NOT_STARTED,false
ENAKQ.strength.role_boundary,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:revise,3.00,2.50,3.00,3.50,ability_inference;evidence_mismatch;stigma_or_value_judgment,REVISE_BEFORE_NEXT_GATE,psychometrics: 역할명을 비채점 기억 보조로 명시하고 개인 능력·통합 강점으로 노출하지 않으며 인지 인터뷰에서 리더십·통솔력 오해율을 확인한다. | relationship_safety: 지휘자 역할명을 능력 평가와 분리한 보조 별칭으로 표시하고 첫 화면에서 통솔력과 관계 역량을 암시하는지 인지 인터뷰 후 오인이 크면 중립 명칭으로 교체한다.,psychometrics: 네 방향을 묶은 역할 서사는 검증되지 않았고 지휘자라는 이름이 능력 추론을 유발할 수 있다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 본문 경계는 강하지만 제목이 먼저 만드는 지도력과 관계 능력 인상을 설명문이 완전히 상쇄하지 못할 수 있다.,NOT_STARTED,false
ENAKQ.stress.activation,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:revise;psychometrics:insufficient_evidence;relationship_safety:revise,3.00,2.33,2.67,3.33,evidence_mismatch;privacy_scope,HOLD_FOR_MORE_EVIDENCE,personality_psychology: Q의 두 하위 요인과 현재 스트레스 노출을 함께 제시하고 상태 영향이 큰 경우 성향 해석을 낮춘다. | psychometrics: Q의 평소 활성화와 최근 상태를 별도 척도로 측정하고 facet 구조·상태 오염·검사-재검사 및 임상 구성개념과의 변별을 확인한다. | relationship_safety: 현재 부담과 건강과 경제와 수면 상태는 본인 전용으로 분리하고 비교에는 명시적으로 공유한 평소 성향만 사용하며 최근 상태를 상대에게 자동 공개하지 않는다.,personality_psychology: 걱정과 불편 정서 활성화라는 범위는 일관되지만 현재 환경 부담을 측정하지 않으면 Q 고유 경향과 상태 효과를 분리할 수 없다. | psychometrics: 경계 문구는 적절하지만 Q 점수 해석 자체가 아직 정량 검증 전이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: Q를 진단과 회복력으로 바꾸지 않는 점은 좋지만 current_state가 comparison_safe로 연결되면 민감 정보 노출 위험이 있다.,NOT_STARTED,false
ENAKQ.stress.clinical_boundary,critical,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,3.50,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: Q를 진단·원인·회복력으로 바꾸지 않고 기능 저하와 위기에는 별도 지원을 우선하는 경계가 적절하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 성향지도가 정신건강 선별과 상담을 대신하지 않음을 밝히고 진단과 원인 추정을 금지한다.,NOT_STARTED,false
ENAKQ.stress.communication,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:accept;psychometrics:revise;relationship_safety:revise,3.33,2.67,3.33,3.33,evidence_mismatch;privacy_scope,REVISE_BEFORE_NEXT_GATE,psychometrics: Q 기반 개인화가 아닌 모든 사용자가 직접 선택할 수 있는 의사소통 옵션으로 제공하고 실제 반응 자료가 충분할 때만 개인 패턴을 표시한다. | relationship_safety: 부담 장면과 행동과 변화 기록은 본인 전용과 최소 보관을 기본으로 하고 비교 리포트에는 사용자가 별도 공유한 지원 선호만 포함한다.,personality_psychology: Q로 발언량·침묵·표정·연락 행동을 정하지 않고 실제 장면의 신호·행동·결과를 별도 기록하게 하는 경계는 추론 범위에 맞다. | psychometrics: Q로 표현 행동을 추론하지 않는 핵심은 타당하지만 제안 문구의 개인화 효용은 미검증이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: Q에서 표현을 추론하지 않는 경계는 적절하지만 구체적인 스트레스 기록은 관계 비교용 정보가 아니다.,NOT_STARTED,false
ENAKQ.stress.crossload,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:revise;psychometrics:revise;relationship_safety:revise,2.67,2.00,2.67,3.67,evidence_mismatch;unmeasured_inference,REVISE_BEFORE_NEXT_GATE,personality_psychology: N·K·Q의 구분을 가설로 표시하고 문항 간 교차부하와 요인 변별성이 확인된 뒤에만 생각의 기능을 코드로 분류한다. | psychometrics: N·K·Q 판별 설명은 각 facet의 유효 점수와 직접 생각 자료가 있을 때만 제공하고 N×Q 조합 문장은 검증 전 별도 가설로 표시한다. | relationship_safety: N과 Q가 함께 선명할 때 부정적 설명이 오래 이어진다는 조합 가설은 정량 검증 전 개인화 노출하지 않고 직접 응답 문항 범위만 설명한다.,personality_psychology: 가능성 탐색·계획 확인·부정적 결과 걱정을 개념적으로 나눈 것은 좋지만 뉴앙 문항이 실제로 세 과정을 구분하는지 검증 전이다. | psychometrics: 구성개념 구분은 중요하지만 개인의 생각 내용을 총점으로 분류하는 것은 아직 근거를 앞선다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 탐색과 계획과 걱정을 구분하는 교육은 유용하지만 검증되지 않은 조합이 걱정 패턴을 유형화한다.,NOT_STARTED,false
ENAKQ.stress.environment,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:revise,3.50,3.00,3.50,3.00,evidence_mismatch;privacy_scope,REVISE_BEFORE_NEXT_GATE,psychometrics: 점수와 무관한 선택형 환경 점검으로 제공하고 도움·부작용·반복 사용 부담을 파일럿에서 확인한다. | relationship_safety: 사실과 생각과 반응과 필요 기록은 본인 전용으로 두고 공유는 지원 요청 항목만 별도 선택하게 하며 저장과 삭제와 중단 기준을 명시한다.,psychometrics: 환경을 먼저 확인하는 경계는 적절하지만 작은 실험의 효과는 제품 가설이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 환경을 먼저 보는 접근은 비난을 줄이지만 current_state를 포함한 자기관찰 기록의 비교 공개 범위가 과도하다.,NOT_STARTED,false
ENAKQ.stress.reactivity_recovery_boundary,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:revise,4.00,4.00,3.50,3.00,privacy_scope;clinical_overreach,REVISE_BEFORE_NEXT_GATE,relationship_safety: 반응성과 회복의 교육 문구와 상태 추적 기능을 분리하고 잠과 식사와 일상 기능 기록은 본인 전용 민감정보로 처리하며 악화 또는 즉각 위험에는 안전 지원으로 전환한다.,psychometrics: 반응성과 회복을 구분하고 실험실·일상 일반화의 한계를 명시하며 Q에서 회복 속도를 추론하지 않아 범위가 적절하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 반응성과 회복을 구분하는 경계는 타당하지만 상태 추적 항목은 정신건강 선별처럼 받아들여질 수 있다.,NOT_STARTED,false
ENAKQ.stress.recovery,high,psychometrics;relationship_safety,psychometrics:insufficient_evidence;relationship_safety:revise,3.00,2.00,2.50,3.00,evidence_mismatch;privacy_scope;clinical_overreach,HOLD_FOR_MORE_EVIDENCE,psychometrics: 회복 지표와 선호를 본인이 선택해 반복 측정하고 Q와 분리된 회복 척도의 신뢰도·민감도·해석 기준을 검증한다. | relationship_safety: 회복 완료를 판정하지 않는 원칙을 유지하되 감정과 걱정과 수면과 식사와 기능 기록은 본인 전용으로 두고 제품 효과나 치료 경과로 해석하지 않으며 악화 시 지원 흐름을 둔다.,psychometrics: 회복이 별도 정보라는 경계는 타당하지만 개인 회복 설명을 발급할 자료와 기준이 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 공통 회복 처방을 피하는 점은 좋지만 민감 상태의 비교 사용과 임상적 오인 위험이 남는다.,NOT_STARTED,false
ENAKQ.stress.safety,critical,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:revise,4.00,3.50,3.50,3.00,clinical_overreach;other,REVISE_BEFORE_NEXT_GATE,relationship_safety: 자해와 타해와 폭력과 즉각 위험 신호에는 성향 콘텐츠를 중단하고 위치에 맞는 응급 번호와 위기 상담과 신뢰할 수 있는 사람 연결을 우선하는 실행 계약을 둔다.,psychometrics: 위기·폭력 상황에서 성향 안내보다 안전 자원을 우선하고 민감 정보를 비교에 쓰지 않는 정책이 명확하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 안전 우선 원칙은 옳지만 필요한 안전 자원이라는 추상 표현만으로는 실제 위기 상황의 즉시 행동을 보장하지 못한다.,NOT_STARTED,false
ENAKQ.stress.self_check,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:revise,3.00,3.00,3.50,3.00,evidence_mismatch;privacy_scope;clinical_overreach,REVISE_BEFORE_NEXT_GATE,psychometrics: 검사 점수와 분리된 선택형 자기관찰로 제공하고 위기·기능 저하 선별 흐름과 중단 선택을 포함해 안전성 파일럿을 시행한다. | relationship_safety: 자기관찰은 선택형이고 중단 가능하게 하며 민감 기록을 기본 비공개로 두고 반복 기록이 부담을 키우거나 기능 저하가 이어지면 전문 지원을 안내한다.,psychometrics: 일반 자기관찰 도구로는 적절하지만 ENAKQ 맞춤 효과는 검증되지 않았다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 자기비난을 줄이는 구조는 유용하지만 비교용 현재 상태 신호와 안전 중단 조건이 분리되어야 한다.,NOT_STARTED,false
ENAKQ.stress.state_boundary,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: 평소 성향과 최근 상태·환경·표현·회복을 분리하고 Q를 진단이나 약함으로 바꾸지 않는 경계가 적절하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 최근 상태와 평소 경향을 구분하고 Q와 C를 진단과 회복력과 감정 조절 능력으로 해석하지 않는다.,NOT_STARTED,false
ENAKQ.stress.support_preference,high,psychometrics;relationship_safety,psychometrics:insufficient_evidence;relationship_safety:revise,3.00,2.00,2.50,3.50,unmeasured_inference;evidence_mismatch;privacy_scope,HOLD_FOR_MORE_EVIDENCE,psychometrics: 지원 선호를 매 상황 직접 묻고 recovery_preference와 current_state를 별도 수집하며 Q나 다른 domain 점수로 자동 추천하지 않는다. | relationship_safety: 비교에는 사용자가 직접 선택해 공유한 지원 선호만 포함하고 현재 부담과 회복 기록은 본인 전용으로 유지하며 공유 동의는 언제든 철회 가능하게 한다.,psychometrics: 지원 선호는 성향 총점에서 도출되지 않으며 상황에 따라 변할 가능성이 크다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 지원을 처방하거나 상대 의무로 만들지 않는 점은 좋지만 current_state와 선호 정보의 공개 범위가 섞여 있다.,NOT_STARTED,false
ENAKQ.stress.worry,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence;relationship_safety:revise,2.33,1.67,2.00,3.67,evidence_mismatch;unmeasured_inference,HOLD_FOR_MORE_EVIDENCE,"personality_psychology: Q 걱정·주저 하위척도의 요인 구조, 신뢰도, 상태 불안과의 수렴·변별 타당도를 확보한 뒤 발행한다. | psychometrics: 걱정·주저 facet의 내용타당도·구조·상태 오염·임상 불안과의 변별 및 행동 망설임 준거를 검증한다. | relationship_safety: N·Q 조합의 부정적 가능성 지속 가설은 정량 검증 전 노출하지 않고 Q 세부 점수와 해당 문항이 직접 측정한 걱정 및 주저 범위만 설명한다.",personality_psychology: 실패 가능성이 반복해 떠오르고 행동을 망설이는 정의는 이해 가능하지만 이 내용이 안정된 Q 하위 성향인지 정량 자료가 없다. | psychometrics: 인접 척도 정의는 있으나 ENAKQ Q의 facet 점수 해석은 아직 정량 검증 전이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 생각이 많다는 낙인을 피하지만 조합 주장은 걱정과 임상 불안의 경계를 흐릴 수 있다.,NOT_STARTED,false
ENAKQ.study.pattern,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,3.50,unmeasured_inference;ability_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N·K 단일 경향과 실제 학습 전략을 분리하고 단계별 상호작용과 학습 맥락 전이를 검증한다. | psychometrics: 운영 보류. 학습 행동·과제 유형·기술·자원과 N/K facet을 직접 측정하고 성과와 분리해 증분타당도를 확인한다.,personality_psychology: 개념 탐색 뒤 계획을 이어간다는 학습 패턴은 두 축을 합성한 가설이며 이해력·성적을 부정해도 행동 설명 자체의 근거는 부족하다. | psychometrics: N/K 총점으로 공부 패턴이나 실행을 개인화할 직접 근거가 없다.,NOT_STARTED,false
ENAKQ.study.support,high,psychometrics;relationship_safety,psychometrics:insufficient_evidence;relationship_safety:accept,3.00,2.00,3.00,4.00,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,psychometrics: 학습 지원 선호와 실제 도움을 직접 반복 측정하고 코드별 자동 처방을 하지 않는다.,psychometrics: 개인화 제품 가설만 존재하며 필요한 지원은 별도 정보다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 코드로 성적과 이해력과 공부법을 자동 추천하지 않고 실제 시험 결과와 환경 및 필요한 지원을 확인한다.,NOT_STARTED,false
ENAKQ.work.boundary,critical,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: 코드를 채용·성과·직무 적합성 판정에 쓰지 않는 제한은 성향 점수의 준거 타당도가 확보되지 않은 현재 단계에 필수적이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 직업 적합성과 성과를 예측하지 않고 고용 의사결정과 동의 없는 동료 조회를 금지해 차별 위험을 줄인다.,NOT_STARTED,false
ENAKQ.work.collaboration,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,2.50,1.50,2.00,3.50,unmeasured_inference;ability_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: A 점수에서 협업 배려 행동을 예측하지 말고 관계 주의와 실제 확인·피드백 행동을 별도 측정한다. | psychometrics: 운영 보류. 협업 행동·과업 상호의존성·팀 규범·역할을 직접 측정하고 A 점수의 추가 설명력을 검증한다.,personality_psychology: 결정의 대인 영향을 살필 수 있다는 설명은 A와 맞지만 사람 관리 능력을 부정하더라도 업무 행동으로의 전이 근거가 부족하다. | psychometrics: A 정의와 trait activation 간접 근거로 협업 능력이나 행동을 발급할 수 없다.,NOT_STARTED,false
ENAKQ.work.context,high,personality_psychology;psychometrics,personality_psychology:accept;psychometrics:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: 역할·권한·문화·자원과 특성 활성화를 분리하고 행동과 성과 평가를 구분하는 설명은 사람-상황 및 특성 활성화 관점과 부합한다. | psychometrics: 업무 행동이 과업·역할·환경에 따라 달라지고 성향만으로 직무 적합성을 판정할 수 없다는 경계가 적절하다.,NOT_STARTED,false
ENAKQ.work.evaluation,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,2.50,1.50,2.00,3.50,evidence_mismatch;unmeasured_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: Q 하위 점수와 현재 평가 상황의 부담을 함께 측정하고 지원 방식은 개인 경험 자료가 있을 때만 제안한다. | psychometrics: 운영 보류. 평가 장면의 상태 걱정·행동·최근 부담을 직접 측정하고 Q 평소 점수와 분리한다.,personality_psychology: 평가 불확실성에서 걱정이 커질 수 있다는 가설은 정합적이나 업무 장면 전이와 감정 동요 결합을 직접 검증하지 않았다. | psychometrics: Q 총점과 업무 맥락만으로 평가 반응을 예측할 근거가 없다.,NOT_STARTED,false
ENAKQ.work.followthrough,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,3.00,2.00,2.50,3.50,evidence_mismatch;unmeasured_inference;ability_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: K 하위 구조와 업무 장면의 시작·복귀·정리 행동을 연결한 준거 타당도를 확보하고 성과와는 계속 분리한다. | psychometrics: 운영 보류. K facet별 점수와 실제 업무 지속 행동을 자원·역할 명확성·마감과 함께 측정해 준거타당도를 검증한다.,personality_psychology: 환경과 능력 조건을 충실히 제한했지만 K 점수가 실제 업무 지속 행동을 어느 정도 설명하는지 자료가 부족하다. | psychometrics: K를 업무 이행으로 확장하면 책임감·생산성으로 오해될 수 있고 직접 준거 자료가 없다.,NOT_STARTED,false
ENAKQ.work.ideation,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,2.50,2.00,2.00,3.50,evidence_mismatch;ability_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N과 기존 개방성·지성의 관계를 확인하고 새 관점 탐색과 실제 아이디어 생성 활동을 별도 지표로 검증한다. | psychometrics: 운영 보류. 아이디어 생성 행동과 품질·창의성 평가를 구분하고 N facet의 준거 및 증분타당도를 검증한다.,personality_psychology: 창의 능력 및 성취와 구분한 것은 적절하지만 N 점수에서 업무 아이디어 탐색 행동으로 전이하는 직접 근거는 없다. | psychometrics: N 정의만으로 업무 아이디어 강점을 발급하면 능력 추론이 된다.,NOT_STARTED,false
ENAKQ.work.learning,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,2.50,1.50,2.00,3.50,evidence_mismatch;unmeasured_inference;ability_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N 세부 점수와 실제 학습 중 원리·연결 탐색 행동을 함께 측정해 맥락 전이를 확인한다. | psychometrics: 운영 보류. 학습 선택·전략·실제 습득을 분리 측정하고 N 점수가 수행을 예측한다고 표현하지 않는다.,personality_psychology: 다른 관점과 원리를 살피는 후보 행동은 N 정의와 맞지만 업무 및 학습에서 반복된다는 준거 타당도가 부족하다. | psychometrics: N 총점으로 업무 학습 방식이나 능력을 개인화할 근거가 없다.,NOT_STARTED,false
ENAKQ.work.performance_boundary,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: K를 책임감·생산성·성과로 바꾸지 않고 자원·기술·기회·팀 요인을 남겨 두어 성향 점수의 한계를 정확히 지킨다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: K를 책임감과 근면성과 생산성으로 바꾸지 않고 성과를 지식과 자원과 기회와 팀 조건에서 분리한다.,NOT_STARTED,false
ENAKQ.work.self_check,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:accept,3.50,3.00,4.00,4.00,evidence_mismatch,REVISE_BEFORE_NEXT_GATE,psychometrics: 코드 기반 직업 추천이 아닌 선택형 경험 기록으로 제공하고 고용 판단에 쓰지 않으며 유용성·부담을 파일럿으로 확인한다.,psychometrics: 과업·환경을 확인하는 원칙은 적절하지만 ENAKQ 맞춤 자기점검의 효과는 미검증이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 직업 적합성과 성과 판정을 금지하고 동의 없는 업무 코드 조회와 고용 활용을 차단한다.,NOT_STARTED,false
ENAKQ.work.support,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:accept,3.50,2.50,3.50,4.00,evidence_mismatch,REVISE_BEFORE_NEXT_GATE,psychometrics: 지원 조건은 사용자의 직접 경험과 현재 과업에서만 제안하고 domain_scores로 자동 처방하지 않으며 갱신 가능하게 한다.,psychometrics: 지원 선호는 별도 정보이고 trait activation 연구만으로 개인 처방을 정할 수 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 지원 조건을 코드로 처방하지 않고 실제 경험으로 확인하며 업무 평가와 개인정보 사용을 금지한다.,NOT_STARTED,false
ENAKQ.work.voice,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,2.50,1.50,2.00,3.50,evidence_mismatch;unmeasured_inference;ability_inference,HOLD_FOR_MORE_EVIDENCE,personality_psychology: 표현 시작 세부 점수와 회의 발언·문서 참여 행동을 분리해 측정하고 조직의 발언 기회와 권력 차이를 함께 모델링한다. | psychometrics: 운영 보류. 표현 시작 facet과 회의 발언·문서 기여를 팀 규범·지위·기회와 함께 측정하고 E의 증분타당도를 검증한다.,personality_psychology: 리더십·설득력과 분리한 경계는 좋지만 대표 E가 업무 발언 시작으로 나타나는 정도는 팀 문화와 권한에 크게 좌우된다. | psychometrics: E 총점으로 업무 발언 행동을 발급하면 참여 능력이나 리더십으로 오인될 수 있다.,NOT_STARTED,false
